-1.000000000000000000e+00,-1.000000000000000000e+00,1.948046535253524780e-01
1.000000000000000000e+00,-1.000000000000000000e+00,2.071828246116638184e-01
-1.000000000000000000e+00,1.000000000000000000e+00,1.999292820692062378e-01
1.000000000000000000e+00,1.000000000000000000e+00,2.487272620201110840e-01
-1.000000000000000000e+00,0.000000000000000000e+00,3.663541376590728760e-01
0.000000000000000000e+00,-1.000000000000000000e+00,2.244445383548736572e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.340539336204528809e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.399423003196716309e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.513015031814575195e-01
-1.000000000000000000e+00,-5.000000000000000000e-01,2.207503467798233032e-01
5.000000000000000000e-01,-1.000000000000000000e+00,4.292856454849243164e-01
1.000000000000000000e+00,5.000000000000000000e-01,7.484000921249389648e-01
-5.000000000000000000e-01,1.000000000000000000e+00,2.070568948984146118e-01
-1.000000000000000000e+00,5.000000000000000000e-01,3.102019727230072021e-01
-5.000000000000000000e-01,-1.000000000000000000e+00,2.332235872745513916e-01
1.000000000000000000e+00,-5.000000000000000000e-01,3.574919700622558594e-01
5.000000000000000000e-01,1.000000000000000000e+00,7.628703713417053223e-01
0.000000000000000000e+00,5.000000000000000000e-01,9.998880624771118164e-01
0.000000000000000000e+00,-5.000000000000000000e-01,9.958459734916687012e-01
-5.000000000000000000e-01,0.000000000000000000e+00,9.756437540054321289e-01
5.000000000000000000e-01,0.000000000000000000e+00,8.635092973709106445e-01
5.000000000000000000e-01,-5.000000000000000000e-01,9.988244771957397461e-01
-5.000000000000000000e-01,-5.000000000000000000e-01,9.974864721298217773e-01
-5.000000000000000000e-01,5.000000000000000000e-01,9.990609288215637207e-01
5.000000000000000000e-01,5.000000000000000000e-01,9.427233338356018066e-01
-1.000000000000000000e+00,-7.500000000000000000e-01,1.992981433868408203e-01
7.500000000000000000e-01,-1.000000000000000000e+00,3.429531455039978027e-01
1.000000000000000000e+00,7.500000000000000000e-01,5.791518092155456543e-01
-7.500000000000000000e-01,1.000000000000000000e+00,2.007198333740234375e-01
-1.000000000000000000e+00,2.500000000000000000e-01,3.863080143928527832e-01
-2.500000000000000000e-01,-1.000000000000000000e+00,2.726503908634185791e-01
1.000000000000000000e+00,-2.500000000000000000e-01,2.367047965526580811e-01
2.500000000000000000e-01,1.000000000000000000e+00,7.391681671142578125e-01
0.000000000000000000e+00,7.500000000000000000e-01,9.337015151977539062e-01
0.000000000000000000e+00,-2.500000000000000000e-01,9.520963430404663086e-01
-7.500000000000000000e-01,0.000000000000000000e+00,9.711357951164245605e-01
