145.01,208.25,484.58,317.67,404.36,179.1,173.77,168.61,221.2,249.56,221.2,154.02,369.38,234.95,347.75,337.42,308.23,281.56,257.2,190.23,158.74,290.18,227.97,179.1,158.74,242.15,317.67,317.67,369.38,347.75,249.56,514.71,563.45,299.07,281.56,546.71,470.18,327.39,257.2,273.2,347.75,265.08,242.15,273.2,257.2,281.56,208.25,281.56,257.2,214.62,227.97,227.97,249.56,265.08,265.08,416.74,392.34,249.56,317.67,281.56,281.56,190.23,184.58,221.2,208.25,299.07,380.69,347.75,299.07,299.07,308.23,273.2,227.97,196.06,84.26,132.46,154.02,196.06,273.2,265.08,358.4,257.2
163.6,234.95,265.08,179.1,281.56,234.95,184.58,265.08,196.06,221.2,145.01,124.71,92.24,107.25,140.7,221.2,190.23,128.53,179.1,202.06,265.08,249.56,281.56,121.0,163.6,145.01,265.08,273.2,369.38,257.2,337.42,308.23,249.56,242.15,273.2,337.42,369.38,442.65,317.67,308.23,290.18,317.67,358.4,290.18,242.15,227.97,265.08,299.07,227.97,179.1,154.02,128.53,128.53,158.74,184.58,317.67,257.2,202.06,173.77,179.1,227.97,202.06,214.62,281.56,208.25,299.07,281.56,158.74,265.08,158.74,202.06,202.06,184.58,104.06,95.06,132.46,124.71,124.71,110.53,92.24,184.58,113.92
149.45,132.46,173.77,179.1,168.61,179.1,299.07,327.39,158.74,136.52,196.06,100.97,86.84,107.25,168.61,173.77,121.0,117.41,154.02,154.02,249.56,290.18,234.95,249.56,158.74,168.61,168.61,514.71,317.67,404.36,859.51,299.07,299.07,327.39,221.2,249.56,290.18,249.56,273.2,273.2,257.2,208.25,179.1,257.2,404.36,299.07,404.36,347.75,327.39,257.2,208.25,132.46,95.06,149.45,208.25,234.95,136.52,149.45,140.7,173.77,208.25,208.25,190.23,257.2,227.97,214.62,249.56,190.23,79.32,121.0,173.77,145.01,132.46,100.97,110.53,121.0,149.45,190.23,149.45,234.95,163.6,149.45
100.97,104.06,110.53,117.41,124.71,158.74,184.58,196.06,208.25,184.58,128.53,136.52,97.97,117.41,128.53,95.06,107.25,145.01,121.0,124.71,173.77,124.71,249.56,234.95,317.67,369.38,242.15,369.38,317.67,380.69,257.2,196.06,168.61,242.15,221.2,168.61,196.06,140.7,117.41,163.6,179.1,158.74,168.61,136.52,158.74,196.06,242.15,290.18,327.39,281.56,299.07,234.95,128.53,168.61,317.67,136.52,337.42,208.25,117.41,104.06,221.2,290.18,281.56,242.15,242.15,196.06,158.74,121.0,128.53,81.75,60.47,62.32,92.24,121.0,145.01,145.01,190.23,184.58,208.25,281.56,265.08,227.97
117.41,113.92,107.25,117.41,136.52,227.97,208.25,140.7,121.0,136.52,132.46,273.2,234.95,202.06,128.53,81.75,113.92,154.02,132.46,208.25,128.53,145.01,168.61,281.56,392.34,290.18,249.56,234.95,190.23,249.56,242.15,290.18,273.2,369.38,184.58,163.6,104.06,66.19,53.59,76.97,97.97,140.7,136.52,113.92,149.45,168.61,208.25,214.62,234.95,242.15,227.97,257.2,168.61,145.01,273.2,132.46,184.58,136.52,104.06,104.06,154.02,257.2,202.06,214.62,221.2,234.95,184.58,95.06,46.09,56.93,60.47,79.32,173.77,184.58,154.02,196.06,202.06,173.77,196.06,173.77,221.2,265.08
154.02,136.52,104.06,97.97,168.61,113.92,128.53,100.97,110.53,84.26,168.61,190.23,227.97,208.25,163.6,110.53,121.0,149.45,202.06,196.06,179.1,202.06,173.77,249.56,299.07,242.15,227.97,117.41,100.97,95.06,117.41,173.77,308.23,337.42,184.58,121.0,158.74,97.97,74.68,92.24,62.32,113.92,168.61,110.53,110.53,140.7,196.06,184.58,308.23,249.56,163.6,249.56,196.06,196.06,208.25,158.74,86.84,202.06,184.58,154.02,68.22,149.45,214.62,104.06,86.84,97.97,117.41,81.75,92.24,70.31,86.84,89.5,136.52,158.74,221.2,214.62,196.06,168.61,173.77,173.77,202.06,227.97
140.7,110.53,72.46,132.46,140.7,60.47,53.59,70.31,52.0,76.97,89.5,136.52,173.77,290.18,190.23,163.6,168.61,299.07,337.42,273.2,227.97,179.1,196.06,168.61,202.06,257.2,273.2,281.56,168.61,149.45,273.2,358.4,281.56,299.07,179.1,100.97,124.71,124.71,70.31,62.32,48.96,62.32,74.68,76.97,92.24,121.0,117.41,140.7,173.77,132.46,117.41,107.25,163.6,208.25,168.61,242.15,95.06,202.06,76.97,47.5,29.32,60.47,149.45,140.7,121.0,86.84,121.0,92.24,89.5,92.24,110.53,92.24,92.24,140.7,168.61,208.25,184.58,149.45,149.45,140.7,173.77,257.2
92.24,70.31,86.84,81.75,39.64,21.68,34.09,97.97,48.96,92.24,124.71,154.02,242.15,273.2,227.97,257.2,369.38,514.71,429.5,299.07,221.2,208.25,190.23,184.58,121.0,202.06,208.25,227.97,140.7,202.06,290.18,416.74,257.2,140.7,136.52,158.74,149.45,95.06,95.06,97.97,97.97,44.72,32.09,52.0,64.23,136.52,89.5,72.46,70.31,66.19,97.97,107.25,173.77,227.97,163.6,227.97,113.92,290.18,72.46,42.1,35.13,58.67,81.75,66.19,97.97,89.5,64.23,104.06,95.06,97.97,62.32,79.32,124.71,132.46,190.23,208.25,117.41,81.75,64.23,89.5,110.53,140.7
81.75,56.93,53.59,44.72,30.22,33.08,20.41,22.35,44.72,92.24,121.0,208.25,442.65,404.36,337.42,327.39,392.34,404.36,347.75,337.42,249.56,242.15,190.23,149.45,110.53,140.7,154.02,163.6,113.92,184.58,308.23,358.4,317.67,190.23,117.41,163.6,190.23,149.45,70.31,44.72,21.68,40.85,33.08,11.86,27.6,28.45,32.09,40.85,40.85,37.32,76.97,70.31,68.22,128.53,158.74,97.97,100.97,190.23,104.06,47.5,44.72,104.06,113.92,44.72,44.72,76.97,58.67,79.32,154.02,64.23,104.06,89.5,79.32,89.5,132.46,158.74,113.92,110.53,84.26,76.97,56.93,48.96
89.5,66.19,52.0,34.09,25.21,33.08,22.35,44.72,68.22,136.52,202.06,227.97,281.56,456.21,470.18,429.5,392.34,317.67,290.18,265.08,184.58,214.62,136.52,107.25,158.74,104.06,92.24,100.97,79.32,179.1,173.77,179.1,145.01,140.7,89.5,110.53,72.46,50.46,33.08,6.89,12.6,21.68,19.81,2.96,12.6,6.89,7.78,19.81,64.23,53.59,19.81,43.39,22.35,53.59,42.1,62.32,76.97,56.93,38.46,52.0,58.67,52.0,44.72,60.47,39.64,104.06,86.84,47.5,58.67,62.32,55.23,60.47,33.08,40.85,43.39,56.93,76.97,117.41,97.97,66.19,76.97,84.26
